Age,Gender,Education,Religion,Political,Pregnant,Mean_general_ds
30,1,15,0,1,1,2.086956522
21,1,12,0,0,1,1.304347826
23,0,15,2,0,1,2.739130435
25,0,13,0,1,1,3.043478261
16.5,0,11,0,0,1,2.391304348
41,1,17,0,2,1,2.52173913
28,0,16,0,0,1,2.173913043
21,0,12,1,1,1,1.913043478
29,1,12,0,0,1,2.913043478
19,0,12,0,0,1,2.565217391
28,1,18,0,1,1,1.695652174
39,0,15,0,1,1,2.217391304
44,0,15,0,0,1,2.47826087
53,1,15,0,0,1,2.739130435
24,0,15,0,0,1,2.652173913
33,0,15.5,0,0,1,2.347826087
23,0,14,2,1,1,3.304347826
23,0,14,1,0,1,2.956521739
27,1,15,0,0,1,2.47826087
25,0,12,0,1,1,3.130434783
24,0,15,0,0,1,2.826086957
24,0,14,0,1,1,3.304347826
58,0,10,0,1,1,1.913043478
34,1,15,2,0,1,2.565217391
31,1,15,0,0,1,3.130434783
25,0,15,0,2,1,2.217391304
29,1,12,2,0,1,2.434782609
22,1,12,1,1,1,2.956521739
22,0,12,1,2,1,2.52173913
24,0,15,1,0,1,2.695652174
23,1,14,1,0,1,2.260869565
36,0,18,0,1,1,2.347826087
22,1,12,0,0,1,2.173913043
29,0,15,0,2,1,2.391304348
27,1,15,0,2,1,2.608695652
42,0,16,1,1,1,2.608695652
34,0,16,0,2,1,2.217391304
28,0,12,0,0,1,3
26,0,15,1,0,1,2.913043478
32,1,15,1,0,1,1.739130435
22,1,14,1,0,1,2.434782609
27,1,17,0,2,1,2.47826087
29,0,19,0,2,1,1.869565217
34,1,21,0,2,1,2.739130435
31,1,12,0,1,1,2.130434783
47,0,15,0,1,1,2.391304348
27,0,16,0,2,1,2.304347826
29,1,15,0,2,1,2.869565217
26,1,15,0,1,1,3.086956522
29,0,15,0,0,1,3.173913043
20,0,12,2,0,1,3.260869565
49,0,15,0,1,1,2.565217391
32,0,15,0,2,1,1.869565217
33,0,15,0,2,1,2.434782609
18,0,12,0,1,1,3.217391304
37,1,16,0,1,1,2.652173913
23,1,12,0,1,1,2.086956522
55,1,18,0,2,1,1.304347826
28,0,19,2,1,1,2.434782609
26,0,15.5,0,1,1,2.260869565
32,0,16,1,1,1,2.782608696
32,1,15,0,1,1,2.217391304
32,1,18,0,2,1,1.913043478
51,1,15,2,0,1,2.086956522
50,1,15,0,1,1,2
58,1,15,0,1,1,2.826086957
35,0,15,0,2,1,3.043478261
20,0,12,0,0,1,1.826086957
21,1,12,0,1,1,3.173913043
28,0,11,0,2,1,3.47826087
26,1,14,0,1,1,2.347826087
63,1,16,0,1,1,1.739130435
34,1,17,0,2,1,1.782608696
49,0,15,1,1,1,2.782608696
43,0,12,0,1,1,2.304347826
46,1,15,0,0,1,3.217391304
61,0,17,0,1,1,2.086956522
22,1,12,1,0,1,2.782608696
21,0,14,0,0,1,1.304347826
27,0,12,1,1,1,3.086956522
27,1,15,0,2,1,1.782608696
19,1,12,2,0,1,2.304347826
55,0,10,0,1,1,1.826086957
21,1,14,1,0,1,2.086956522
27,1,14,0,1,1,1.826086957
28,1,16,0,0,1,2.565217391
20,0,12,0,2,1,2.304347826
20,0,12,1,2,1,3.086956522
32.5,0,18,0,2,1,3.173913043
28,1,15,0,2,1,2.217391304
32,0,15,0,2,1,3.347826087
25,0,15,1,0,1,3.086956522
20,0,12,1,0,1,3.260869565
15,0,9,0,1,1,1.695652174
33,0,18,2,0,1,3.434782609
38,0,13,1,1,1,3.217391304
27,1,15,0,1,1,2.347826087
33,1,15,1,0,1,2
33,0,17,0,1,1,1.869565217
30,0,15,1,0,1,2.304347826
36,1,12,0,1,1,1.956521739
28,0,13.5,1,1,1,2.826086957
45,1,15,0,2,1,2.304347826
25,0,15,1,0,1,3.304347826
45,1,15,2,0,1,2.782608696
41,0,15,0,1,1,3.130434783
30,0,15,0,2,1,2
20,1,12,1,0,1,1.782608696
36,1,19,0,2,1,2.043478261
44,0,17,0,2,1,3.173913043
47,1,18,0,1,1,2.434782609
18,0,12,2,0,1,3
28,0,15,0,1,1,2.782608696
28,1,28,0,1,1,2.47826087
44,1,21,2,0,1,2.869565217
27,0,15,0,2,1,2.260869565
30,1,15,1,1,1,1.173913043
24,0,15,0,2,1,2.304347826
40,1,14,0,1,1,1.347826087
34,0,16,0,1,1,3.260869565
63,1,15,1,0,1,1.739130435
30,1,12,2,1,1,2.52173913
40,0,16,0,1,1,2.260869565
28,0,18,0,2,1,2.391304348
31,1,14,1,2,1,1.869565217
27,0,15,0,2,1,2.565217391
22,1,12,2,0,1,2
37,1,16,0,1,1,1.869565217
20,0,12,2,0,1,3.304347826
26,1,15,2,1,1,2.130434783
29,1,15,0,2,1,2.043478261
45,0,15,1,2,1,2.956521739
25,0,15,0,0,1,1.695652174
21,0,15,1,0,1,3.086956522
61,0,12,0,1,1,2.652173913
47,1,15,0,0,1,1.739130435
18,0,12,0,1,1,2.434782609
26,0,15,0,1,1,2.652173913
42,0,17,0,0,1,3.47826087
40,0,18,1,0,1,2.652173913
19,1,12,0,2,1,2.782608696
24,0,15,0,0,1,2.826086957
40,0,15,0,2,1,1.913043478
50,0,20,1,0,1,2.260869565
63,1,15,1,1,1,2.956521739
36,0,15,0,2,1,2.391304348
35,0,12,2,0,1,3.260869565
20,0,12,1,0,1,3.130434783
58,0,12,0,1,1,2.739130435
27,1,15,0,2,1,2.173913043
43,0,12,0,2,1,2.043478261
41,1,15,2,1,1,2.304347826
31,1,15,0,0,1,2.608695652
55,0,17,0,1,1,2.130434783
25,0,14,0,1,1,2.652173913
26,1,12,0,1,1,1.826086957
46,0,15,0,2,1,2.304347826
23,1,12,1,0,1,2.652173913
22,0,12,0,2,1,2.304347826
36,0,15,1,1,1,3.260869565
26,1,14,2,1,1,1.913043478
19.5,1,11,0,2,1,2.391304348
65,1,15,1,0,1,1.434782609
62,0,15,0,2,1,2.130434783
29,1,15,1,0,1,2.913043478
69,1,15,0,1,1,2.782608696
29,1,15,0,2,1,2.391304348
29,0,14,0,2,1,1.913043478
27,1,15,0,1,1,3.217391304
22.5,0,13.5,1,0,1,2.217391304
64,1,18,0,1,1,2.173913043
23,0,12,0,0,1,2.130434783
36,0,15,0,1,1,2.782608696
32,0,17,1,2,1,2.260869565
23,0,13,0,2,1,2.52173913
34,0,18,0,2,1,2.739130435
23,0,14,0,1,1,2.913043478
28,0,15.5,0,0,1,2.391304348
38,1,15,0,2,1,2.956521739
48,0,12,0,0,1,2.913043478
33,0,16,0,1,1,2.869565217
12,1,8,1,1,1,1.956521739
27,0,15,0,2,1,1.47826087
50,0,15,0.5,1,1,2.652173913
31,0,16,2,0,1,2.565217391
59,0,15,2,0,1,3.434782609
60,1,20,0,1,1,2.043478261
26,1,13,0,0,1,2.434782609
36,0,15,0,0,1,3.086956522
50,0,15,0,2,1,2.608695652
41,0,15,0,1,1,3
26,0,15,1,1,1,3.217391304
26,1,13,1,0,1,1.913043478
32,1,15,0,2,1,2.173913043
53,0,17,2,1,1,3.347826087
34,0,16,1,1,1,2.565217391
39,1,17,0,0,1,2.086956522
26,1,15,0,0,1,1.47826087
27,0,15,0,1,1,2.304347826
20,1,12,0,1,1,2.608695652
34,1,18,0,1,1,1.956521739
31,0,15,0,2,1,2.565217391
32,0,17,0,2,1,0.652173913
25,0,16,2,0,1,3.173913043
30,1,13,0,0,1,2.130434783
31,0,17,0,1,1,2.782608696
25,0,12,0,1,1,2.956521739
65,0,10,2,1,1,2.695652174
41,1,16,0,1,1,1.695652174
32,1,12,0,2,1,1.043478261
33,0,15,0,2,1,2.52173913
50,0,12,0,0,1,2.695652174
57,1,20,1.5,0,1,1.391304348
26,1,15,2,0,1,2
37,0,15,0,1,1,1.869565217
24,0,15,0,2,1,1.434782609
45,0,12,0,1,1,2.130434783
29,1,15,2,0,1,2.434782609
24,1,12,0,1,1,0.782608696
18,0,12,0,1,1,2
20,1,12,0,0,1,2.086956522
21,0,15,2,0,1,1.869565217
26,0,12,0,0,1,2.391304348
39,1,15,0,1,1,1.826086957
27,1,15,1.5,1,1,2.043478261
28,1,15,2,0,1,2.826086957
22,1,12,0,2,1,1.086956522
29,0,15,1,0,1,1.956521739
36,0,12,0,2,1,1.826086957
34,0,17,0,2,1,2.608695652
39,1,13,0,0,1,2.304347826
22,1,14,0,1,1,2.608695652
21,1,12,0,1,1,1.695652174
29,0,12,0,2,1,2.47826087
27,1,15,0,1,1,2.565217391
65,1,10,1,1,1,1.913043478
26,1,12,0,0,1,2.347826087
29,0,15,0,1,1,2.434782609
55,1,10,1,0,1,2.391304348
25,1,14,2,1,1,1.956521739
28,1,13,0,0,1,0.52173913
26,0,13.5,0,2,1,3.130434783
24,1,13,2,0,1,2.47826087
29,1,17,0,2,1,2.347826087
37,1,15,1,0,1,2.913043478
24,0,15,0,0,1,2.043478261
35,1,12,0,0,1,1.913043478
24,0,12,1,1,1,3.152173913
53,0,15,0,1,1,3.086956522
38,1,15,0,2,1,1.913043478
56,0,15,0,1,1,1.608695652
40,0,15,0,1,1,2.434782609
41,1,17,0,1,1,2.260869565
41,1,15,0,2,1,2.52173913
22,0,15,2,0,1,3.347826087
21,0,12,0,2,1,1.869565217
34,0,18,0,2,1,2.304347826
42,1,12,0,2,1,1.913043478
59,1,18,0,2,1,1.695652174
23,0,14.5,0,2,1,2.47826087
39,1,18,2,0,1,2.173913043
24,0,13,2,0,1,2.173913043
42,0,17,0,1,1,2.826086957
24,1,12,0,1,1,1.956521739
61,1,12,0,0,1,2.608695652
72,0,15,0,1,1,1.608695652
60,0,15,0,2,1,2.434782609
26,1,12,0,0,1,2.47826087
18,1,12,0,2,1,3.043478261
37,1,12,0,0,1,1.782608696
21,1,12,0,2,1,2.652173913
22,0,15,1,1,1,2.826086957
26,0,15,0,2,1,1.739130435
30,1,12,0,0,1,1.956521739
27,0,12,1,0,1,2.956521739
22,1,12,1,0,1,2.434782609
20,0,12,1,0,1,2.608695652
22,1,12,0,0,1,1.347826087
27,0,15,0,1,1,2.608695652
25,0,14,0,1,1,2.608695652
18,1,12,0,2,1,2.043478261
26,0,17,0,2,1,1.695652174
42,1,12,2,2,1,1.52173913
30,1,15,0,1,1,1.826086957
22,0,14.5,2,0,1,3.130434783
66,1,15,0,2,1,2.608695652
26,0,18,0,2,1,1.434782609
44,0,15,1,1,1,1.913043478
50,1,15,2,0,1,2.304347826
50,0,15,0,1,1,2.086956522
28,1,17,2,2,1,1.347826087
24,0,14,0,2,1,2.869565217
46,0,18,0,0,1,3
57,0,16,0,2,1,2.52173913
22,1,12,0,0,1,2.52173913
18,0,12,2,0,1,3.304347826
31,1,17,0,1,1,2.347826087
18,1,12,0,0,1,0.913043478
40,1,15,1.5,0,1,2.739130435
28,0,15,0,1,1,2.565217391
30,1,15,1.5,1,1,1.739130435
57,0,16,0,1,1,3.217391304
37,0,15,0,2,1,2.869565217
24,0,15,0,0,1,3.043478261
36,0,16,0,0,1,2.739130435
34,0,12,0,2,1,2.47826087
29,0,16,0,1,1,1.304347826
30,1,15,0,2,1,1.913043478
25,0,15,0,1,1,2.956521739
48,1,13,2,1,1,2
26,1,15,0,2,1,2
26,0,15,2,0,1,2.260869565
33,0,17,0,2,1,2.52173913
70,0,16,0,2,1,3
17,1,12,0,1,1,1.869565217
38,0,12,2,0,1,2.956521739
33,1,16,0.5,2,1,3.043478261
21,1,12,1,0,1,1.043478261
32,1,15,0,1,1,1.652173913
28,0,15,0,1,1,2.608695652
40,0,15,0,1,1,2.043478261
24,1,12,1,0,1,2.304347826
18,0,12,0,1,1,2.173913043
34,0,10,0,2,1,2.826086957
43,1,19,0,2,1,1.782608696
26,1,14,0,2,1,2.260869565
31,0,12,0,2,1,2.956521739
24,0,15,2,0,1,2.956521739
27,1,15,0,1,1,2.260869565
19,0,12,1,0,1,3.782608696
27,0,15.5,0,0,1,2.52173913
26,1,12,1,1,1,1.956521739
24,0,19,0,2,1,2.173913043
37,0,15,1,0,1,2.434782609
55,1,20,0,1,1,2.52173913
41,0,15,0,1,1,2.695652174
22,0,12,2,0,1,2.608695652
41,1,15,0,0,1,2.130434783
27,0,17,0,2,1,2.391304348
23,1,12,2,0,1,1.52173913
37,1,11,0,1,1,2.52173913
38,1,16,0,0,1,1.782608696
68,1,12,0,0,1,1.869565217
30,0,16,0,1,1,2.695652174
23,1,12,0,2,1,1.869565217
26,1,15,0,1,1,1.695652174
48,0,12,0,2,1,3.086956522
40,1,12,0,0,1,1.130434783
30,1,15,0,2,1,2.608695652
34,1,17,0,1,1,1.434782609
26,0,16,2,0,1,2.869565217
26,0,15,1,0,1,3.043478261
32,1,15,2,0,1,2.391304348
49,1,15,0,2,1,2.304347826
27,1,15,1,0,1,2.608695652
42,1,21,1,2,1,2.869565217
18,0,12,2,0,1,2.739130435
34,0,18,0,2,1,2.391304348
42,1,12,2,0,1,2.130434783
22,1,12,0,1,1,1.086956522
42,1,14,2,0,1,3.043478261
65,1,10,0,0,1,2.086956522
36,0,18,0,2,1,2.739130435
50,0,16,0,1,1,2.608695652
27,0,16,0,1,1,2.043478261
32,0,12,0,2,1,2.869565217
16,1,10.5,0,1,1,2.260869565
22,1,13,1,0,1,2.173913043
14,1,8,0,0,1,2.391304348
55,0,15,0,2,1,3.173913043
25,0,15,0,0,1,2.173913043
47,1,21,2,0,1,3
24,0,15,1,1,1,3.608695652
30,1,17,1,1,1,2.304347826
35,0,15,0,2,1,2.739130435
45,1,17,1,0,1,1.956521739
63,0,15,0,0,1,3.130434783
60,1,12,1,2,1,2.347826087
37.5,1,15,0,1,1,2.869565217
19,0,12,0,0,1,3.130434783
33,0,16,0,2,1,2.47826087
30,0,18,0,1,1,2.130434783
73,1,15,0,1,1,1.565217391
20,0,12,0,1,1,2.695652174
21,0,12,0,0,1,2.608695652
19,0,12,2,0,1,3.217391304
20,1,15,0,0,1,1.739130435
25,0,14,0,2,1,1.913043478
27,0,12,0,2,1,2.217391304
19,1,12,0,1,1,2.347826087
48,1,16,1,1,1,1.391304348
26,0,15,0,0,1,3
52,1,15,0,1,1,2.52173913
40,0,17,0,2,1,2.043478261
26,1,14,0,1,1,2.260869565
29,1,17,0,0,1,1.695652174
25,0,14,0,1,1,2.130434783
22,1,12,2,0,1,2.608695652
30,0,15,0,0,1,2.608695652
26,1,14,0,2,1,2.260869565
26,1,15,1,1,1,1.913043478
23,0,12,1,0,1,2.347826087
47,0,18,0,1,1,2.52173913
20,0,12,0,1,1,2.52173913
27,0,12,0,1,1,2.913043478
52,1,15,0,1,1,1.956521739
24,0,14,0,1,1,2.217391304
35,1,15,0,2,1,2.47826087
37,0,18,0,2,1,2.173913043
28,0,15,0,2,1,2.173913043
48,1,18,0,1,1,2.173913043
26,0,12,1,0,1,3.47826087
45,0,15,0,1,1,1.913043478
24,1,12,0,0,1,3.130434783
25,0,15,1,0,1,1.695652174
19,1,12,1,0,1,2.652173913
63,0,14,0,1,1,2.608695652
59,0,18,0,1,1,3.043478261
40,1,15,0,1,1,1.565217391
33,0,12,0,2,1,2.608695652
25,0,12,1,0,1,3.043478261
31,0,14,0,2,1,2.173913043
50,0,16,1,1,1,1.956521739
30,1,15,0,2,1,2
21,1,12,0,1,1,2.434782609
27,1,12,1,1,1,2
33,1,15,0,2,1,2.260869565
27,1,14,1,1,1,1.695652174
30,0,18,0,2,1,2.869565217
32,1,18,0,1,1,2.565217391
24,1,13,0,1,1,2.52173913
23,0,14,0,1,1,2.913043478
24,0,14,0,2,1,2.565217391
34,1,15,0,1,1,1.608695652
36,1,12,0,2,1,1.869565217
40,1,15,0,1,1,2.304347826
23,0,15,0,1,1,3.217391304
40,0,17,2,2,1,2.565217391
33,0,18,0,2,1,2.782608696
20,1,12,0,0,1,1.782608696
37,1,16,0,1,1,2.608695652
30,0,12,0,0,1,2.652173913
20,1,12,0,1,1,2.652173913
20,1,12,2,0,1,2.086956522
24,1,15,0,1,1,2.043478261
30,0,17,0,2,1,1.956521739
22,1,12,0,0,1,1.913043478
23,0,12,0,1,1,2.434782609
26,1,15,0,2,1,3
35,0,12,0,1,1,2.52173913
31,1,15,1,0,1,1.826086957
50,1,15,0,2,1,3.130434783
28,0,15,0,0,1,3.217391304
25,0,15,0,1,1,2.565217391
26,0,14,0,0,1,2.391304348
45,1,12,0,1,1,1.695652174
39,0,21,0,1,1,1.869565217
43,0,12,0,1,1,2.782608696
36,1,12,2,1,1,3.304347826
18,1,12,0,0,1,2.217391304
20,0,12,2,0,1,2.913043478
24,0,14,0,1,1,3.086956522
27,0,15,1,1,1,2.130434783
32,1,15,0,1,1,2.608695652
33,0,20,0,1,1,1.739130435
23,0,14,0,0,1,3.391304348
22,0,15,2,0,1,3.304347826
25,0,15,2,0,1,2.434782609
42,1,15,2,0,1,2.173913043
48,1,12,0,1,1,2.304347826
22,1,12,0,0,1,2.695652174
28,0,16,0,2,1,1.782608696
63,0,15,0,1,1,2.956521739
26,1,17,0,2,1,2.086956522
19,0,12,1,1,1,2.956521739
35,0,15,0,2,1,2.47826087
32,0,16,0,1,1,2.630434783
23,1,12,1,1,1,2.391304348
19,1,12,0,1,1,1.869565217
20,0,15,2,0,1,3.173913043
39,1,15,0,1,1,1.869565217
38,1,18,0,2,1,2.739130435
23,0,14,0,2,1,2.52173913
49,0,22,0,1,1,2.043478261
40,0,18,0,2,1,2.434782609
26,0,15,0,2,1,2.826086957
32,0,20,0,0,1,2.347826087
22,1,12,1,1,1,0.47826087
24,1,12,0,2,1,1.130434783
35,0,12,0,0,1,3.043478261
61,1,12,1,0,1,2.217391304
37,1,15,0,0,1,1.608695652
17,0,11,0,0,1,1.956521739
38,1,18,0,2,1,1.826086957
29,1,14,2,1,1,3.173913043
32,0,15,0,2,1,2.347826087
26,0,16,0,2,1,2.869565217
20,0,14,0,2,1,2.782608696
20,1,12,1,0,1,2
21,1,12,1,1,1,3.391304348
43,0,18,0,1,1,3.043478261
29,0,15,0,2,1,2.608695652
32,1,20,0,1,1,1.869565217
38,0,17,0,1,1,1.869565217
27,0,16,0,1,1,2.652173913
22,0,12,0,2,1,2.826086957
19.5,0,12,1,2,1,2.695652174
25,1,12,0,1,1,2.217391304
20,1,12,1,0,1,2.434782609
19,1,12,2,0,1,2.956521739
26,0,15,1,0,1,3.434782609
24,0,13.5,0,1,1,2.956521739
41,0,12,1,0,1,1.739130435
32,1,19,0,2,1,1.47826087
30,1,15,0,1,1,1.608695652
27,1,12,1,1,1,2.347826087
35,1,12,2,0,1,2.217391304
23,0,15,1,0,1,2.652173913
22,1,12,0,0,1,2.47826087
24,1,12,0,0,1,2.434782609
31,0,16,0,2,1,2.652173913
36,1,18,0,2,1,1.565217391
30,1,16.5,0,2,1,2.304347826
61,0,16,0,2,1,3
31,0,12,0,2,1,2.913043478
19,0,12,0,2,1,2.304347826
21,0,12,0,0,1,2.782608696
50,0,12,0,1,1,3.043478261
49,0,15,2,0,1,2.608695652
29,0,15,0,0,1,2.130434783
41,0,17,0,1,1,2.652173913
40,0,12,0,0,1,2.630434783
32,1,18,0,2,1,1.739130435
61,0,15,0,2,1,1.47826087
32,0,17,0,2,1,2.304347826
56,1,15,0,1,1,2.391304348
25,1,12,0,1,1,1.869565217
37,0,17,0,1,1,2.739130435
23,0,15,2,0,1,2.913043478
24,0,15,1,0,1,2.782608696
20,1,12,0,1,1,2.47826087
38,1,17,0,1,1,2
26,0,17,0,1,1,2.869565217
70,1,15,0,1,1,2.52173913
51,0,15,0,1,1,3.217391304
35,1,12,0,2,1,2.47826087
48,1,11,1,0,1,1.652173913
33,0,15,1,0,1,2.782608696
31,1,16,0,2,1,2.391304348
21.5,0,15,2,2,1,3.47826087
21,0,12,0,1,1,1.152173913
22,1,15,1,1,1,2.369565217
40,0,15,0,2,1,3.47826087
24,0,16,1,0,1,3
21,0,12,0,1,1,2.47826087
18,0,12,1,0,1,3.652173913
27,1,15,0,2,1,1.695652174
21,1,12,2,0,1,2.608695652
24,1,14,1,0,1,1.739130435
18.5,1,12,0,0,1,1.956521739
49,1,17,0,1,1,0.826086957
33,0,15,0,2,1,1.565217391
31,1,14,0,0,1,0.260869565
27,1,15,0,1,1,1.956521739
22,0,12,1,0,1,2.434782609
28,1,18,2,0,1,2.913043478
30,0,16,0,2,1,2.52173913
20,1,12,1,0,1,2.086956522
36,1,20,0,1,1,1.565217391
54,0,12,0,1,1,2.217391304
30,0,17,0,2,1,1.173913043
35,1,15,0,2,1,1.956521739
60,0,12,1,0,1,1.869565217
25,0,13,1,0,1,2.565217391
28,0,15.5,0,0,1,2.782608696
34,0,15,2,1,1,2.217391304
25,0,12,1,1,1,3.086956522
19,0,12,2,0,1,2.782608696
26,0,15,0,2,1,2.695652174
15,1,15,2,0,1,2.782608696
23,0,13,0,1,1,3.565217391
35,0,12,0,0,1,3.391304348
32,1,16,0,1,1,2
58,0,14,1,0,1,3.391304348
30,1,15,0,2,1,2.826086957
35,1,15,0,0,1,1.608695652
20,1,12,1,0,1,2.739130435
61,0,17,0,1,1,2.608695652
27,0,15,0,2,1,2.782608696
29,0,15,0,0,1,2.52173913
20,1,12,1,0,1,2.434782609
39,1,15,0,2,1,2.391304348
30,0,12,0,0,1,3.043478261
32,0,16,0,2,1,2.782608696
24,0,12,0,0,1,2.260869565
28,1,12,0,0,1,1.043478261
59,0,12,0,2,1,1.956521739
22,1,15,1,0,1,2.565217391
53,0,12,0,1,1,3.043478261
34,1,16,0,1,1,2.47826087
35,0,17,0,2,1,2.217391304
41,1,16,0,0,1,1.739130435
26,1,16,0,2,1,1.173913043
19.5,1,12,0,1,1,2.652173913
30,0,15,0,1,1,2.391304348
28,0,15,0,0,1,2.826086957
22,0,14,0,0,1,2.347826087
47,0,14,0,0,1,2.47826087
65,1,12,1,2,1,2.956521739
24,0,16,0,1,1,3.086956522
24,0,14,1,1,1,3.217391304
60,0,12,0.5,1,1,3.130434783
47,1,14,0,1,1,3.043478261
53,0,23,0,2,1,1.826086957
63,1,17,0,1,1,2
61,1,15,0,1,1,2.434782609
24,0,15,0,2,1,2.913043478
30,0,17,1,1,1,2.130434783
23,1,12,0,2,1,1.869565217
20,0,12,0,0,1,2.956521739
21,0,15,2,2,1,3.043478261
28,0,15,0,2,1,1.913043478
28,1,16,0,2,1,2.043478261
61,1,15,0,1,1,2.260869565
24,1,14,0,0,1,2.086956522
53,1,15,1,2,1,2.217391304
30,0,15,0,2,1,2.739130435
34,0,13,1,0,1,2.956521739
23,1,12,2,0,1,2
38,0,15,0,2,1,2.043478261
56,1,18,0,2,1,1.913043478
23,1,12,0,2,1,3.086956522
25,1,12,1,0,1,2.608695652
28,0,12,0,1,1,2.173913043
20,0,12,0,1,1,2.608695652
40,1,17,0,1,1,3.043478261
53,0,12,1,0,1,2.434782609
28,1,10,0,1,1,2.47826087
46,1,12,0,1,1,2.695652174
32,1,16,2,2,1,2.434782609
51,0,12,0,1,1,2.739130435
32,0,15,1,0,1,2.782608696
32,1,15,0,2,1,2.217391304
18,0,12,0,1,1,2.652173913
31,1,15,1,1,1,2.326086957
40,0,19,0,2,1,1.826086957
19.5,1,12,0,2,1,1.913043478
31,0,18,0,1,1,2.086956522
47,1,14,1,1,1,2.043478261
21,1,12,0,2,1,1.869565217
24,0,15,0,2,1,1.434782609
52,0,12,0,1,1,3.086956522
60,1,14,0,1,1,1.173913043
85,1,15,0,1,1,2.565217391
55,1,15,2,2,1,1.739130435
62,1,17,0,1,1,1.652173913
27,0,17,0,0,1,2.391304348
23,1,12,0,0,1,2.217391304
33,0,15,0,2,1,2.304347826
29,1,12,1,1,1,2.456521739
37,1,15,0,2,1,2.217391304
22,0,15,2,0,1,2.217391304
22,0,12,0,2,1,3.304347826
21,0,12,1,1,1,1.913043478
27,0,15,1,0,1,3.434782609
32,0,23,0,0,1,2.217391304
40,1,15,0,0,1,2.47826087
28,1,15,0,2,1,2.347826087
26,0,15,2,0,1,3.173913043
24,1,12,1,1,1,3.043478261
24,0,15,2,0,1,2.869565217
59,1,27,2,1,1,1.52173913
34,0,15,0,2,1,3.260869565
31,1,15,1,1,1,2.043478261
20,1,12,0.5,2,1,1.695652174
42,0,15,1,0,1,3
32,0,15,0,1,1,2.217391304
32,0,18,1,0,1,2.52173913
30,0,14,0,1,1,2
27,1,17,2,1,1,3.130434783
25,1,12,0,0,1,2.652173913
27,0,12,0,1,1,1.304347826
44,1,15,1,0,1,1.956521739
23,0,12,2,0,1,2.347826087
26,0,14,0,2,1,3.086956522
65,1,13,0,1,1,1.304347826
27,1,12,0,0,1,2.260869565
34,0,18,2,0,1,2.739130435
38,1,17,1,0,1,2.913043478
33,1,15,0,2,1,2.391304348
27,1,16,1,0,1,1.739130435
19,0,12,0,0,1,2.695652174
37,1,12,0,2,1,1.434782609
44,1,15,0,1,1,1.086956522
43,1,15,0,1,1,1.956521739
41,0,16,1,2,1,1.782608696
26,1,12,1,0,1,3.217391304
65,0,16,0,2,1,2.043478261
19.5,1,11,1,0,1,2.130434783
23,0,12,0,0,1,2.652173913
24,1,12,0,0,1,3
17.5,1,13,1,1,1,2.173913043
24,0,15,1,1,1,3
43,1,12,0,1,1,2.043478261
23,1,12,2,0,1,3.347826087
36,1,15,0,2,1,1.565217391
38,0,15,0,0,1,2.695652174
22,1,15,0,2,1,1.913043478
27,0,16,0,2,1,2.565217391
22,0,14,0,0,1,4.434782609